№ п/п,Наименование,Адрес,"Площадь, кв.м.",Год,Категория,Статья расходов,Источник,"Расходы, руб."
37,"Здание общежития ""Лось""","129347, г. Москва, р-н Ярославский, ул. Палехская, д. 145",971.9,2020,общежития,"Утилизация отходов, обезвреживание, утилизация объектов ", внебюджет,4062.1352436903176
37,"Здание общежития ""Лось""","129347, г. Москва, р-н Ярославский, ул. Палехская, д. 145",971.9,2020,общежития,Подготовка к зиме , бюджет,68873.0156736973
37,"Здание общежития ""Лось""","129347, г. Москва, р-н Ярославский, ул. Палехская, д. 145",971.9,2020,общежития,Подготовка к зиме , внебюджет,28082.79687953266
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,"Охрана и ТО, пожарная сигнализация ", бюджет,2057.319587628866
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,"Охрана и ТО, пожарная сигнализация ", внебюджет,2057.319587628866
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,Вывоз мусора , бюджет,0.0
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,Вывоз мусора , внебюджет,33378.82
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,Дератизация и дезинфекция , бюджет,3478.0
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,Дератизация и дезинфекция , внебюджет,1240.0
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", бюджет,0.0
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,"Круглосусточное сервисное обслуживание системы бесперебойного электропитания, обслуживание АИИС К учета электроэнергии, ТО УУТЭ ", внебюджет,3272.7272727272725
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,"ТО СКУД, ТО турникетов СтрелецМониторинг, ТО комплекс систем безопасности, пожарных кранов ", бюджет,1655.301845480138
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,"ТО СКУД, ТО турникетов СтрелецМониторинг, ТО комплекс систем безопасности, пожарных кранов ", внебюджет,709.4150766343448
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,ТО инженерных сетей , бюджет,2541.57631629809
39,"Здание общежития ""Кратово-II""","140100, МО, Раменский район, пос. Кратово, ул. Симбирская, д. 13",676.6,2020,балласт,ТО инженерных сетей , внебюджет,2541.57631629809
